# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "exon" "-g" "Name" "-a" "NCTC8325.gff3.gz" "-o" "counts.tsv" "SRR935091.sorted.bam" "SRR935090.sorted.bam" "SRR935092.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR935091.sorted.bam	SRR935090.sorted.bam	SRR935092.sorted.bam
ABD30444-1	Chromosome	1290046	1290513	+	468	2	1	2
ABD30445-1	Chromosome	1290720	1291016	-	297	0	2	2
ABD30446-1	Chromosome	1291392	1292000	-	609	1	5	7
ABD30447-1	Chromosome	1292206	1294197	+	1992	1	6	23
ABD30448-1	Chromosome	1294197	1296599	+	2403	10	11	20
ABD30449-1	Chromosome	1296727	1296825	-	99	0	1	2
ABD30450-1	Chromosome	1296849	1298309	+	1461	5	11	21
ABD30451-1	Chromosome	1298809	1299660	+	852	4	3	4
ABD30452-1	Chromosome	1299635	1299802	+	168	0	1	0
ABD30453-1	Chromosome	1299795	1301003	+	1209	9	10	7
ABD30454-1	Chromosome	1301484	1304006	+	2523	9	4	10
ABD30455-1	Chromosome	1304209	1304718	-	510	2	10	0
ABD30456-1	Chromosome	1304855	1305838	+	984	2	5	10
ABD30457-1	Chromosome	1305926	1306111	-	186	2	3	2
ABD30458-1	Chromosome	1306259	1307521	+	1263	0	0	3
ABD30459-1	Chromosome	1307658	1308749	-	1092	0	2	6
ABD30460-1	Chromosome	1308914	1309945	+	1032	0	1	3
ABD30461-1	Chromosome	1310437	1311843	+	1407	1	1	0
ABD30462-1	Chromosome	1311840	1312406	+	567	0	0	0
ABD30463-1	Chromosome	1312412	1313410	+	999	0	0	0
ABD30464-1	Chromosome	1313412	1314194	+	783	0	0	0
ABD30465-1	Chromosome	1314194	1314826	+	633	0	0	0
ABD30466-1	Chromosome	1314819	1316033	+	1215	1	0	0
ABD30467-1	Chromosome	1316026	1316754	+	729	0	0	0
ABD30468-1	Chromosome	1317076	1318338	+	1263	8	7	18
ABD30469-1	Chromosome	1318357	1319616	+	1260	5	12	28
ABD30470-1	Chromosome	1320299	1321066	+	768	2	2	2
ABD30471-1	Chromosome	1321114	1321587	-	474	0	0	3
ABD30472-1	Chromosome	1321711	1322412	-	702	0	0	0
ABD30473-1	Chromosome	1322405	1323178	-	774	0	2	1
ABD30474-1	Chromosome	1323165	1323995	-	831	0	0	2
ABD30475-1	Chromosome	1323988	1324974	-	987	2	1	0
ABD30476-1	Chromosome	1325145	1325330	-	186	0	0	0
ABD30477-1	Chromosome	1325278	1325622	-	345	0	0	1
ABD30478-1	Chromosome	1325827	1327641	+	1815	3	17	11
ABD30479-1	Chromosome	1327781	1328422	-	642	0	0	0
ABD30480-1	Chromosome	1328429	1329280	-	852	0	0	0
ABD30481-1	Chromosome	1329327	1330244	-	918	0	0	0
ABD30482-1	Chromosome	1330246	1331172	-	927	0	0	1
ABD30483-1	Chromosome	1331232	1331339	-	108	0	0	0
ABD30484-1	Chromosome	1331363	1332346	-	984	0	0	0
ABD32053-1	Chromosome	1332694	1332855	-	162	0	0	0
ABD30485-1	Chromosome	1332886	1333182	+	297	0	0	0
ABD30486-1	Chromosome	1333318	1334220	-	903	2	4	7
ABD30487-1	Chromosome	1334367	1335968	+	1602	4	10	19
ABD30488-1	Chromosome	1336828	1338033	+	1206	0	0	0
ABD30489-1	Chromosome	1338097	1339086	+	990	0	1	0
ABD30490-1	Chromosome	1339088	1339975	+	888	1	0	1
ABD30491-1	Chromosome	1340002	1340694	+	693	0	1	0
ABD30492-1	Chromosome	1340721	1341440	+	720	0	0	0
ABD30493-1	Chromosome	1341583	1342734	+	1152	1	1	0
ABD30494-1	Chromosome	1342739	1343824	+	1086	1	0	1
ABD30495-1	Chromosome	1343814	1345079	+	1266	0	4	4
ABD30496-1	Chromosome	1345319	1345720	-	402	0	0	0
ABD30497-1	Chromosome	1345917	1346117	-	201	6	50	99
ABD30498-1	Chromosome	1346152	1346340	+	189	0	2	2
ABD30499-1	Chromosome	1346288	1346596	-	309	0	0	1
ABD30500-1	Chromosome	1346759	1347028	+	270	0	0	1
ABD30501-1	Chromosome	1347047	1347676	+	630	0	1	3
ABD30502-1	Chromosome	1347708	1348844	+	1137	1	3	5
ABD30503-1	Chromosome	1348900	1349016	-	117	0	0	1
ABD30504-1	Chromosome	1349111	1349503	-	393	0	0	0
ABD30505-1	Chromosome	1349856	1351199	-	1344	1	6	8
ABD30506-1	Chromosome	1351424	1353310	-	1887	3	2	6
ABD30507-1	Chromosome	1353324	1354115	-	792	1	1	1
ABD30508-1	Chromosome	1354296	1354631	-	336	1	0	2
ABD30509-1	Chromosome	1354528	1355337	-	810	2	4	2
ABD30510-1	Chromosome	1355917	1357185	-	1269	7	3	2
ABD30511-1	Chromosome	1357199	1359997	-	2799	4	6	11
ABD30512-1	Chromosome	1360281	1361636	-	1356	1	4	2
ABD30513-1	Chromosome	1361633	1362292	-	660	0	0	1
ABD30514-1	Chromosome	1362554	1362685	-	132	0	0	0
ABD30515-1	Chromosome	1362762	1362962	-	201	0	0	0
ABD30516-1	Chromosome	1363079	1363693	-	615	0	3	3
ABD30517-1	Chromosome	1363710	1364780	-	1071	5	3	2
ABD30518-1	Chromosome	1364792	1365301	-	510	0	0	0
ABD30519-1	Chromosome	1365701	1367191	-	1491	0	3	7
ABD30520-1	Chromosome	1367130	1367285	+	156	0	0	0
ABD30521-1	Chromosome	1367383	1367604	-	222	0	1	1
ABD30522-1	Chromosome	1367604	1368104	-	501	4	5	6
ABD30523-1	Chromosome	1368116	1368544	-	429	1	8	6
ABD30524-1	Chromosome	1368537	1369070	-	534	2	6	9
ABD30525-1	Chromosome	1369156	1369995	-	840	1	2	3
ABD30526-1	Chromosome	1370010	1370489	-	480	1	2	3
ABD30527-1	Chromosome	1370689	1371645	-	957	0	3	0
ABD30528-1	Chromosome	1372069	1372506	-	438	0	1	5
ABD30529-1	Chromosome	1372522	1373646	-	1125	2	2	7
ABD30530-1	Chromosome	1373684	1373935	-	252	3	0	1
ABD30531-1	Chromosome	1373947	1374168	-	222	0	1	2
ABD30532-1	Chromosome	1374386	1375090	+	705	0	1	1
ABD30533-1	Chromosome	1375155	1375286	-	132	0	0	2
ABD30534-1	Chromosome	1375528	1375701	-	174	0	0	0
ABD30535-1	Chromosome	1375631	1376032	+	402	0	1	0
ABD30536-1	Chromosome	1376091	1404698	-	28608	2	2	2
ABD30537-1	Chromosome	1405096	1406487	-	1392	0	0	0
ABD30538-1	Chromosome	1406644	1407966	-	1323	0	0	0
ABD30539-1	Chromosome	1407997	1409037	-	1041	0	0	0
ABD30540-1	Chromosome	1409132	1410250	-	1119	0	0	0
ABD30541-1	Chromosome	1410725	1411603	-	879	2	0	0
ABD30542-1	Chromosome	1411623	1415063	-	3441	10	5	12
ABD30543-1	Chromosome	1415367	1416707	+	1341	0	1	0
ABD30544-1	Chromosome	1416796	1416948	+	153	0	0	0
ABD30545-1	Chromosome	1416913	1417245	-	333	0	1	3
ABD30546-1	Chromosome	1417329	1418474	-	1146	0	4	7
EBG00001047198-1	Chromosome	1418683	1419062	+	380	155	148	215
ABD30547-1	Chromosome	1419125	1419469	-	345	2	8	9
ABD30548-1	Chromosome	1419483	1420046	-	564	0	7	9
ABD30549-1	Chromosome	1420039	1420389	-	351	0	0	3
ABD30550-1	Chromosome	1420444	1420620	-	177	0	0	0
ABD30551-1	Chromosome	1420878	1421555	+	678	13	2	14
ABD30552-1	Chromosome	1421552	1423735	+	2184	50	50	77
ABD30553-1	Chromosome	1424301	1424642	-	342	1	4	2
ABD30554-1	Chromosome	1424647	1425306	-	660	0	4	4
ABD30555-1	Chromosome	1425296	1425982	-	687	1	0	3
ABD30556-1	Chromosome	1426310	1427602	-	1293	0	17	32
ABD30557-1	Chromosome	1427924	1430617	-	2694	0	7	14
ABD30558-1	Chromosome	1430641	1431612	-	972	1	0	2
ABD30559-1	Chromosome	1431599	1432699	-	1101	1	0	1
ABD30560-1	Chromosome	1432806	1433948	-	1143	0	2	3
ABD30561-1	Chromosome	1434189	1434506	-	318	0	1	1
ABD30562-1	Chromosome	1434843	1435523	-	681	10	43	79
ABD30563-1	Chromosome	1435595	1436182	-	588	1	4	2
ABD30564-1	Chromosome	1436172	1436747	-	576	1	1	2
ABD30565-1	Chromosome	1436761	1437864	-	1104	6	10	10
ABD30566-1	Chromosome	1438012	1439310	-	1299	4	4	4
ABD30567-1	Chromosome	1439320	1440384	-	1065	1	3	4
ABD30568-1	Chromosome	1440410	1441576	-	1167	3	1	0
ABD30569-1	Chromosome	1441962	1442162	-	201	0	0	0
ABD30570-1	Chromosome	1442371	1442802	-	432	0	1	2
ABD30571-1	Chromosome	1442912	1443856	-	945	1	5	9
ABD30572-1	Chromosome	1443873	1444475	-	603	4	1	4
ABD30573-1	Chromosome	1444601	1445173	-	573	1	1	5
ABD30574-1	Chromosome	1445100	1445414	+	315	0	0	0
ABD30575-1	Chromosome	1445604	1445876	-	273	30	23	62
EBG00001047260-1	Chromosome	1445639	1445786	-	148	0	0	0
ABD30576-1	Chromosome	1446047	1447045	-	999	37	5	8
ABD30577-1	Chromosome	1447062	1448372	-	1311	50	12	19
ABD30578-1	Chromosome	1448594	1449769	-	1176	6	12	21
ABD32054-1	Chromosome	1450026	1450217	-	192	0	0	0
ABD30579-1	Chromosome	1450171	1450308	+	138	0	0	0
ABD30580-1	Chromosome	1450334	1450450	-	117	0	1	0
ABD30581-1	Chromosome	1450481	1451032	-	552	0	1	7
ABD30582-1	Chromosome	1451217	1452185	+	969	0	1	7
ABD30583-1	Chromosome	1452300	1453286	-	987	1	0	1
ABD30584-1	Chromosome	1453447	1453563	-	117	0	0	0
ABD30585-1	Chromosome	1453688	1455148	-	1461	1	12	11
ABD30586-1	Chromosome	1455301	1456680	-	1380	0	0	1
ABD30587-1	Chromosome	1456670	1457623	-	954	1	2	2
ABD30588-1	Chromosome	1457755	1457979	+	225	1	4	6
ABD30589-1	Chromosome	1458085	1458630	-	546	0	6	9
ABD30590-1	Chromosome	1458909	1459028	-	120	0	0	0
ABD30591-1	Chromosome	1459227	1460141	-	915	0	1	1
ABD30592-1	Chromosome	1460156	1460362	-	207	0	1	0
ABD30593-1	Chromosome	1460355	1461245	-	891	0	1	1
ABD30594-1	Chromosome	1461363	1462280	-	918	0	0	0
ABD30595-1	Chromosome	1462371	1462718	-	348	0	0	2
ABD30596-1	Chromosome	1462963	1463799	-	837	0	0	0
ABD32055-1	Chromosome	1464035	1464217	-	183	0	0	0
ABD30597-1	Chromosome	1464415	1465869	-	1455	0	0	0
ABD30598-1	Chromosome	1465880	1466182	-	303	0	0	0
ABD30599-1	Chromosome	1466318	1466617	-	300	0	0	0
ABD30600-1	Chromosome	1466663	1466827	-	165	0	0	0
ABD30601-1	Chromosome	1466820	1467209	-	390	0	0	0
ABD30602-1	Chromosome	1467209	1468675	-	1467	0	0	0
ABD30603-1	Chromosome	1468675	1470585	-	1911	0	0	0
ABD30604-1	Chromosome	1470601	1470891	-	291	0	0	0
ABD30605-1	Chromosome	1470891	1472474	-	1584	0	0	0
ABD30606-1	Chromosome	1472483	1473307	-	825	0	0	0
ABD30607-1	Chromosome	1473307	1479507	-	6201	0	0	0
ABD30608-1	Chromosome	1479521	1479679	-	159	0	0	0
ABD30609-1	Chromosome	1479721	1480071	-	351	0	0	0
ABD30610-1	Chromosome	1480129	1480584	-	456	0	0	0
ABD30611-1	Chromosome	1480676	1481317	-	642	0	0	0
ABD30612-1	Chromosome	1481352	1481747	-	396	0	0	0
ABD30613-1	Chromosome	1481748	1482149	-	402	0	0	0
ABD30614-1	Chromosome	1482146	1482478	-	333	0	0	0
ABD30615-1	Chromosome	1482490	1482768	-	279	0	0	0
ABD30616-1	Chromosome	1482837	1484000	-	1164	0	0	0
ABD30617-1	Chromosome	1484012	1484785	-	774	0	0	0
ABD30618-1	Chromosome	1484769	1486007	-	1239	0	0	0
ABD30619-1	Chromosome	1486012	1487703	-	1692	0	0	0
ABD30620-1	Chromosome	1487693	1487998	-	306	0	0	0
ABD30621-1	Chromosome	1488120	1488434	-	315	0	0	0
ABD30622-1	Chromosome	1488591	1489028	-	438	0	0	0
ABD30623-1	Chromosome	1489041	1490408	-	1368	0	0	0
ABD30624-1	Chromosome	1490389	1490679	-	291	0	0	0
ABD30625-1	Chromosome	1490813	1490917	+	105	0	0	0
ABD30626-1	Chromosome	1491020	1491310	-	291	0	0	0
ABD30627-1	Chromosome	1491243	1491503	-	261	0	0	0
ABD30628-1	Chromosome	1491472	1493469	-	1998	0	0	0
ABD30629-1	Chromosome	1493521	1493721	-	201	0	0	0
ABD30630-1	Chromosome	1493789	1493956	-	168	0	0	0
ABD30631-1	Chromosome	1493944	1494144	-	201	0	0	0
ABD30632-1	Chromosome	1494119	1494307	-	189	0	0	0
ABD30633-1	Chromosome	1494344	1494886	-	543	0	0	0
ABD30634-1	Chromosome	1494891	1495127	-	237	0	0	0
ABD30635-1	Chromosome	1495120	1495428	-	309	0	0	0
ABD30636-1	Chromosome	1495425	1495772	-	348	0	0	0
ABD30637-1	Chromosome	1495769	1496170	-	402	0	0	0
ABD30638-1	Chromosome	1496173	1496379	-	207	0	0	0
ABD30639-1	Chromosome	1496393	1496635	-	243	0	0	0
ABD30640-1	Chromosome	1496650	1496850	-	201	0	0	0
ABD30641-1	Chromosome	1496853	1497110	-	258	0	0	0
ABD30642-1	Chromosome	1497110	1497511	-	402	0	0	0
ABD30643-1	Chromosome	1497511	1497696	-	186	0	0	0
ABD30644-1	Chromosome	1497709	1499661	-	1953	0	0	0
ABD30645-1	Chromosome	1499730	1500287	-	558	0	0	0
ABD30646-1	Chromosome	1500313	1501479	-	1167	0	0	0
ABD30647-1	Chromosome	1501476	1501838	-	363	0	0	0
ABD30648-1	Chromosome	1501853	1502176	-	324	0	0	0
ABD30649-1	Chromosome	1502255	1502416	-	162	0	0	0
ABD30650-1	Chromosome	1502429	1502692	-	264	0	0	0
ABD30651-1	Chromosome	1502717	1502932	-	216	0	0	0
ABD30652-1	Chromosome	1502987	1503352	+	366	0	0	0
ABD30653-1	Chromosome	1503321	1503566	-	246	0	0	0
ABD30654-1	Chromosome	1503582	1503845	-	264	0	0	0
ABD32056-1	Chromosome	1503842	1504015	-	174	0	0	0
ABD30655-1	Chromosome	1503978	1504691	+	714	0	0	0
ABD30656-1	Chromosome	1504707	1505639	+	933	0	0	0
ABD30657-1	Chromosome	1505645	1505986	+	342	0	0	0
ABD30658-1	Chromosome	1506145	1506372	+	228	0	0	0
ABD30659-1	Chromosome	1506409	1506555	+	147	0	0	0
ABD30660-1	Chromosome	1506552	1507166	-	615	0	0	0
ABD30661-1	Chromosome	1507292	1508497	+	1206	0	0	0
ABD30662-1	Chromosome	1508540	1510567	-	2028	1	3	2
ABD30663-1	Chromosome	1510560	1511429	-	870	0	1	2
ABD30664-1	Chromosome	1511734	1513485	-	1752	13	3	9
ABD30665-1	Chromosome	1513466	1514191	-	726	11	5	8
ABD30666-1	Chromosome	1514324	1515061	-	738	8	7	1
ABD30667-1	Chromosome	1515054	1515596	-	543	7	3	1
ABD30668-1	Chromosome	1515589	1516320	-	732	7	4	6
ABD30669-1	Chromosome	1516412	1516918	+	507	0	0	0
ABD30670-1	Chromosome	1516996	1517883	-	888	2	2	9
ABD30671-1	Chromosome	1517932	1518381	-	450	1	4	4
ABD30672-1	Chromosome	1518486	1519028	-	543	0	1	2
ABD30673-1	Chromosome	1519110	1520018	+	909	3	2	8
ABD30674-1	Chromosome	1520234	1520482	-	249	0	0	1
ABD30675-1	Chromosome	1520498	1521253	-	756	0	0	1
ABD30676-1	Chromosome	1521425	1522210	+	786	1	1	6
ABD30677-1	Chromosome	1522315	1523235	-	921	5	3	3
ABD30678-1	Chromosome	1523548	1525032	+	1485	3	16	23
ABD30679-1	Chromosome	1525235	1526128	+	894	0	4	12
ABD30680-1	Chromosome	1526211	1527860	-	1650	0	1	0
ABD30681-1	Chromosome	1527876	1528895	-	1020	2	0	0
ABD30682-1	Chromosome	1528896	1529150	-	255	0	0	0
ABD30683-1	Chromosome	1529089	1529460	-	372	1	2	1
ABD30684-1	Chromosome	1529679	1531085	-	1407	22	22	52
ABD30685-1	Chromosome	1531153	1532286	-	1134	6	0	6
ABD30686-1	Chromosome	1532549	1532728	+	180	0	0	2
ABD30687-1	Chromosome	1532809	1532901	+	93	0	0	0
ABD30688-1	Chromosome	1532855	1533835	-	981	3	4	9
ABD30689-1	Chromosome	1533849	1534286	-	438	0	0	8
ABD30690-1	Chromosome	1534637	1535911	-	1275	1	5	23
ABD30691-1	Chromosome	1535924	1536907	-	984	1	7	8
ABD30692-1	Chromosome	1536907	1537899	-	993	4	10	9
ABD30693-1	Chromosome	1537915	1539336	-	1422	2	9	13
ABD30694-1	Chromosome	1539487	1541166	-	1680	1	11	9
ABD30695-1	Chromosome	1541182	1541634	-	453	0	2	3
ABD30696-1	Chromosome	1542066	1542947	-	882	1	3	17
ABD30697-1	Chromosome	1542925	1543155	-	231	0	1	6
ABD30698-1	Chromosome	1543148	1544485	-	1338	1	9	17
ABD30699-1	Chromosome	1544502	1544891	-	390	1	4	5
ABD30700-1	Chromosome	1544951	1545313	-	363	0	5	3
ABD30701-1	Chromosome	1545328	1546683	-	1356	1	10	17
ABD30702-1	Chromosome	1546683	1547147	-	465	1	5	13
ABD30703-1	Chromosome	1547621	1548178	-	558	2	23	44
ABD30704-1	Chromosome	1548204	1549265	-	1062	2	3	17
ABD30705-1	Chromosome	1549370	1549951	+	582	1	2	4
ABD30706-1	Chromosome	1549965	1550183	+	219	1	0	3
ABD30707-1	Chromosome	1550247	1551077	-	831	2	0	9
ABD30708-1	Chromosome	1551235	1551621	+	387	1	5	14
ABD30709-1	Chromosome	1551986	1553458	-	1473	5	2	6
ABD30710-1	Chromosome	1553451	1554797	-	1347	2	0	1
ABD30711-1	Chromosome	1554817	1555908	-	1092	1	2	1
ABD30712-1	Chromosome	1556067	1556591	-	525	0	1	1
ABD30713-1	Chromosome	1556581	1556727	-	147	0	0	0
ABD30714-1	Chromosome	1556824	1557198	-	375	0	0	0
ABD30715-1	Chromosome	1557239	1557559	-	321	0	0	0
ABD30716-1	Chromosome	1557525	1557971	-	447	0	0	0
ABD30717-1	Chromosome	1557949	1558260	-	312	0	0	0
ABD30718-1	Chromosome	1558274	1559194	-	921	0	0	0
ABD30719-1	Chromosome	1559316	1560290	-	975	0	0	0
ABD30720-1	Chromosome	1560342	1560965	-	624	1	3	6
ABD30721-1	Chromosome	1560962	1561291	-	330	0	1	2
ABD30722-1	Chromosome	1561291	1562277	-	987	1	5	3
ABD30723-1	Chromosome	1562274	1562477	-	204	0	0	1
ABD30724-1	Chromosome	1562458	1562910	-	453	0	1	2
ABD30725-1	Chromosome	1562911	1563921	-	1011	0	0	2
ABD30726-1	Chromosome	1563933	1564472	-	540	0	0	1
ABD30727-1	Chromosome	1564681	1564830	-	150	7	3	18
ABD30728-1	Chromosome	1564943	1567018	-	2076	1	5	10
ABD30729-1	Chromosome	1567139	1567738	-	600	15	21	53
ABD30730-1	Chromosome	1568014	1568424	-	411	0	0	1
ABD30731-1	Chromosome	1568411	1569274	-	864	2	5	3
ABD30732-1	Chromosome	1569316	1570101	-	786	2	5	4
ABD30733-1	Chromosome	1570227	1571117	-	891	1	7	2
ABD30734-1	Chromosome	1571127	1572473	-	1347	6	6	17
ABD30735-1	Chromosome	1572587	1573687	-	1101	0	3	3
ABD30736-1	Chromosome	1573690	1574367	-	678	1	0	1
ABD30737-1	Chromosome	1574498	1575604	-	1107	3	12	21
ABD30738-1	Chromosome	1575828	1577627	-	1800	3	16	21
ABD30739-1	Chromosome	1577688	1578506	-	819	4	0	5
ABD30740-1	Chromosome	1578517	1579056	-	540	0	0	3
ABD30741-1	Chromosome	1579475	1580866	+	1392	15	25	55
ABD30742-1	Chromosome	1581016	1581762	-	747	2	1	5
ABD30743-1	Chromosome	1581790	1582464	-	675	6	2	4
ABD30744-1	Chromosome	1582589	1582765	+	177	0	0	0
ABD30745-1	Chromosome	1582690	1583094	-	405	0	0	0
ABD30746-1	Chromosome	1583105	1583449	-	345	2	1	0
ABD30747-1	Chromosome	1583452	1583919	-	468	0	2	4
ABD30748-1	Chromosome	1583920	1584867	-	948	0	1	1
ABD30749-1	Chromosome	1585171	1585869	-	699	8	15	19
ABD30750-1	Chromosome	1585886	1586875	-	990	6	18	29
ABD30751-1	Chromosome	1586893	1587576	-	684	3	25	17
ABD30752-1	Chromosome	1587820	1587996	-	177	6	28	82
ABD30753-1	Chromosome	1588289	1589635	-	1347	14	8	15
ABD30754-1	Chromosome	1589642	1590394	-	753	2	1	3
ABD30755-1	Chromosome	1590396	1591334	-	939	14	3	16
ABD30756-1	Chromosome	1591338	1592477	-	1140	4	4	12
ABD30757-1	Chromosome	1592613	1594445	-	1833	40	36	122
ABD30758-1	Chromosome	1594514	1595140	-	627	13	12	26
ABD30759-1	Chromosome	1595172	1596149	-	978	9	12	44
ABD30760-1	Chromosome	1596250	1597374	-	1125	3	0	3
ABD30761-1	Chromosome	1597626	1597754	-	129	1	0	0
ABD30762-1	Chromosome	1597937	1599760	-	1824	8	2	13
ABD30763-1	Chromosome	1600106	1600357	+	252	3	19	74
ABD30764-1	Chromosome	1600402	1601376	-	975	4	2	1
ABD30765-1	Chromosome	1601433	1603580	-	2148	0	1	1
ABD30766-1	Chromosome	1603639	1604070	-	432	2	5	2
ABD30767-1	Chromosome	1604192	1604878	-	687	0	1	2
ABD30768-1	Chromosome	1604918	1605634	-	717	2	4	7
ABD30769-1	Chromosome	1605637	1605990	-	354	1	6	4
ABD30770-1	Chromosome	1605991	1606575	-	585	3	2	5
ABD30771-1	Chromosome	1606565	1607134	-	570	0	2	4
ABD30772-1	Chromosome	1607137	1607427	-	291	0	2	1
ABD30773-1	Chromosome	1607431	1608237	-	807	3	3	5
ABD30774-1	Chromosome	1608251	1609351	-	1101	3	1	13
ABD30775-1	Chromosome	1609352	1609879	-	528	1	3	3
ABD30776-1	Chromosome	1609899	1610585	-	687	0	2	3
ABD30777-1	Chromosome	1610631	1610792	-	162	0	0	0
ABD30778-1	Chromosome	1610899	1611168	+	270	0	0	0
ABD30779-1	Chromosome	1611370	1612074	-	705	0	0	1
ABD30780-1	Chromosome	1612536	1613756	-	1221	0	2	2
ABD30781-1	Chromosome	1614045	1615274	-	1230	0	1	2
ABD30782-1	Chromosome	1615287	1616039	-	753	0	1	0
ABD30783-1	Chromosome	1616039	1617400	-	1362	1	1	2
ABD30784-1	Chromosome	1617414	1617863	-	450	0	0	0
ABD30785-1	Chromosome	1617865	1618779	-	915	0	2	1
ABD30786-1	Chromosome	1618865	1619566	-	702	0	0	0
ABD30787-1	Chromosome	1619925	1620401	-	477	7	9	10
ABD30788-1	Chromosome	1620429	1621052	-	624	5	7	8
ABD30789-1	Chromosome	1621052	1622320	-	1269	16	5	12
ABD30790-1	Chromosome	1622332	1623255	-	924	2	4	2
ABD30791-1	Chromosome	1623258	1623896	-	639	1	2	2
ABD30792-1	Chromosome	1624181	1624489	-	309	0	7	8
ABD30793-1	Chromosome	1624504	1624932	-	429	1	5	4
ABD30794-1	Chromosome	1624936	1625196	-	261	3	5	2
ABD30795-1	Chromosome	1625259	1627889	-	2631	7	6	17
ABD30796-1	Chromosome	1628232	1630709	-	2478	6	4	13
ABD30797-1	Chromosome	1630711	1631379	-	669	2	1	4
ABD30798-1	Chromosome	1631841	1632614	-	774	3	6	9
ABD30799-1	Chromosome	1632623	1632925	-	303	2	6	3
ABD30800-1	Chromosome	1632959	1634101	-	1143	1	2	9
ABD30801-1	Chromosome	1634413	1635426	+	1014	3	0	1
ABD30802-1	Chromosome	1635663	1635809	-	147	0	0	0
ABD30803-1	Chromosome	1635849	1636031	-	183	2	0	0
ABD30804-1	Chromosome	1636204	1636554	-	351	0	0	1
ABD30805-1	Chromosome	1636551	1636727	-	177	0	0	0
ABD30806-1	Chromosome	1636666	1637913	+	1248	2	7	10
ABD30807-1	Chromosome	1638074	1638847	-	774	2	4	7
ABD30808-1	Chromosome	1638847	1638975	-	129	0	0	1
EBG00001047419-1	Chromosome	1639040	1639230	+	191	53	42	45
ABD30809-1	Chromosome	1639308	1641074	-	1767	0	10	10
ABD30810-1	Chromosome	1641090	1642352	-	1263	1	0	6
ABD30811-1	Chromosome	1642813	1643688	-	876	2	1	4
ABD30812-1	Chromosome	1643685	1644137	-	453	0	1	3
ABD30813-1	Chromosome	1644149	1646338	-	2190	1	8	10
ABD30814-1	Chromosome	1646766	1647284	-	519	0	3	2
ABD30815-1	Chromosome	1647306	1649579	-	2274	7	4	15
ABD30816-1	Chromosome	1649782	1652001	-	2220	22	15	30
ABD30817-1	Chromosome	1652336	1652596	-	261	4	5	8
ABD30818-1	Chromosome	1652615	1653754	-	1140	10	26	22
ABD30819-1	Chromosome	1653777	1654802	-	1026	9	3	5
ABD30820-1	Chromosome	1654804	1655808	-	1005	2	5	10
ABD30821-1	Chromosome	1655840	1656442	-	603	4	1	1
ABD30822-1	Chromosome	1656456	1656911	-	456	4	1	5
ABD30823-1	Chromosome	1656924	1658216	-	1293	6	7	14
ABD30824-1	Chromosome	1658571	1658855	-	285	12	27	47
ABD30825-1	Chromosome	1658867	1659187	-	321	12	34	59
ABD30826-1	Chromosome	1659193	1659501	-	309	14	42	79
ABD30827-1	Chromosome	1659668	1660198	-	531	0	0	3
ABD30828-1	Chromosome	1660198	1661040	-	843	0	3	5
ABD30829-1	Chromosome	1661240	1661359	-	120	2	1	0
ABD30830-1	Chromosome	1661433	1661906	-	474	0	0	0
ABD30831-1	Chromosome	1662380	1662664	-	285	0	0	2
ABD30832-1	Chromosome	1662732	1663388	-	657	0	1	0
ABD30833-1	Chromosome	1663415	1664122	-	708	0	0	0
ABD30834-1	Chromosome	1664224	1664334	+	111	0	0	0
ABD30835-1	Chromosome	1664392	1665663	-	1272	4	7	17
ABD30836-1	Chromosome	1665676	1668306	-	2631	0	27	25
ABD30837-1	Chromosome	1668709	1669269	+	561	2	3	2
ABD30838-1	Chromosome	1669492	1670565	-	1074	0	1	2
ABD30839-1	Chromosome	1670599	1670700	-	102	0	0	0
ABD30840-1	Chromosome	1670761	1672047	-	1287	8	8	23
ABD30841-1	Chromosome	1672095	1673069	-	975	2	1	7
ABD30842-1	Chromosome	1673072	1673740	-	669	1	0	2
ABD30843-1	Chromosome	1673762	1674688	-	927	4	2	3
ABD30844-1	Chromosome	1674730	1675545	-	816	6	2	8
ABD30845-1	Chromosome	1675567	1676913	-	1347	3	10	23
ABD30846-1	Chromosome	1677130	1677720	-	591	0	1	3
ABD30847-1	Chromosome	1677874	1679136	-	1263	20	21	54
ABD30848-1	Chromosome	1679287	1680588	-	1302	24	50	111
ABD30849-1	Chromosome	1680636	1680746	-	111	0	0	0
ABD30850-1	Chromosome	1680751	1681680	-	930	2	4	5
ABD30851-1	Chromosome	1681699	1682307	-	609	3	2	3
ABD30852-1	Chromosome	1682384	1682485	+	102	1	0	0
ABD30853-1	Chromosome	1682449	1682805	-	357	6	29	31
ABD30854-1	Chromosome	1682852	1683052	-	201	6	24	36
ABD30855-1	Chromosome	1683081	1683608	-	528	10	48	41
ABD30856-1	Chromosome	1683837	1685330	-	1494	0	3	8
ABD30857-1	Chromosome	1685756	1687693	-	1938	7	14	23
ABD30858-1	Chromosome	1687891	1688013	-	123	1	4	2
ABD30859-1	Chromosome	1688106	1689026	-	921	8	4	6
ABD30860-1	Chromosome	1689026	1690426	-	1401	5	6	18
ABD30861-1	Chromosome	1690427	1690897	-	471	3	4	3
ABD30862-1	Chromosome	1691107	1692132	-	1026	0	0	0
ABD30863-1	Chromosome	1692302	1692925	-	624	1	2	1
ABD30864-1	Chromosome	1692941	1693813	-	873	3	6	5
